                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                  1.838,                 2.1892,                 0.9781,                0.93063,                0.78241,                 0.6977,                0.75503,                0.30221,                0.59797,                0.53279,                0.53391,                0.16356,                  2.161,                  2.563,                 1.1212,                0.95592,              0.0016515,              0.0016515,              0.0016515
                     47,                  1.873,                 2.1632,                0.98734,                0.93161,                0.70291,                0.70627,                0.71915,                0.27999,                0.51309,                 0.5597,                0.49961,                0.14579,                 2.1911,                 2.4971,                 1.1705,                0.95497,              0.0016436,              0.0016436,              0.0016436
                     48,                 1.8654,                 2.1851,                0.99327,                0.92376,                0.70015,                0.64475,                0.68641,                0.24103,                0.51325,                0.47264,                 0.4174,                 0.1174,                 2.2252,                 2.6528,                 1.2033,                0.95956,              0.0016357,              0.0016357,              0.0016357
                     49,                 1.8498,                 2.1583,                0.94587,                0.92315,                0.75051,                0.70341,                0.73011,                0.28589,                0.65967,                0.57711,                0.60238,                0.19399,                 2.1124,                 2.5432,                 1.1466,                0.94716,              0.0016278,              0.0016278,              0.0016278
                     50,                 1.9021,                 2.2096,                0.97092,                0.91725,                0.77672,                0.71144,                0.76414,                0.28656,                0.65276,                0.54713,                 0.5129,                0.14396,                 2.1121,                 2.4861,                 1.1768,                0.95064,              0.0016198,              0.0016198,              0.0016198
                     51,                 1.8562,                    2.2,                0.99747,                0.92425,                0.72828,                0.65341,                0.70555,                0.28272,                0.63626,                0.53234,                0.53759,                 0.1746,                 2.1421,                  2.454,                  1.203,                0.96382,              0.0016119,              0.0016119,              0.0016119
                     52,                 1.8234,                 2.1496,                0.96801,                0.92356,                0.78852,                0.68905,                0.76885,                0.29147,                 0.6542,                0.53234,                0.58491,                0.18544,                 2.1195,                 2.3895,                  1.175,                 0.9527,               0.001604,               0.001604,               0.001604
                     53,                 1.8183,                 2.0912,                 0.9432,                0.91626,                0.78978,                  0.699,                0.76199,                0.28823,                0.66859,                0.54478,                0.55547,                0.17888,                 2.1179,                 2.4729,                  1.208,                0.94933,              0.0015961,              0.0015961,              0.0015961
                     54,                 1.8264,                 2.1337,                0.95958,                0.91538,                0.79324,                0.72139,                0.76344,                0.29698,                0.69759,                0.55224,                0.59676,                0.19984,                 2.0899,                 2.3937,                 1.1639,                0.94799,              0.0015882,              0.0015882,              0.0015882
                     55,                 1.8333,                 2.1146,                0.95284,                0.91245,                0.78286,                0.69058,                0.74438,                0.29595,                0.59502,                0.52488,                0.50674,                0.17001,                 2.1658,                 2.4676,                 1.1517,                0.95934,              0.0015802,              0.0015802,              0.0015802
                     56,                 1.8092,                 2.1206,                0.92282,                0.92412,                0.77073,                0.72886,                0.77192,                0.29585,                0.59644,                0.56468,                0.54928,                0.17681,                 2.2048,                 2.4995,                 1.1455,                0.95784,              0.0015723,              0.0015723,              0.0015723
                     57,                 1.8298,                 2.1206,                0.94336,                0.91342,                0.77696,                0.70149,                0.75282,                0.29641,                0.66423,                0.56591,                0.58684,                 0.2044,                 2.1026,                 2.4824,                 1.1226,                0.95459,              0.0015644,              0.0015644,              0.0015644
                     58,                 1.7893,                 2.1536,                0.91152,                0.91434,                0.78825,                0.66674,                0.72647,                0.28084,                0.62185,                0.55473,                0.55403,                0.16833,                 2.1408,                 2.3855,                 1.3253,                0.95967,              0.0015565,              0.0015565,              0.0015565
                     59,                 1.8244,                 2.1494,                 0.9162,                0.92571,                0.77214,                0.72494,                0.73503,                0.30399,                 0.6347,                0.60448,                0.58539,                0.20085,                 2.0844,                 2.5116,                 1.1306,                0.94722,              0.0015486,              0.0015486,              0.0015486
                     60,                 1.7875,                 2.0966,                0.91391,                0.90001,                0.74363,                0.72877,                0.73357,                0.28823,                0.61066,                0.60086,                 0.5651,                 0.1672,                 2.1087,                 2.4729,                 1.1592,                0.94996,              0.0015406,              0.0015406,              0.0015406
                     61,                 1.7949,                 2.0697,                0.92706,                0.90493,                0.72781,                0.71171,                0.73464,                0.28792,                0.64759,                0.56219,                0.57744,                0.18195,                 2.1289,                 2.3615,                 1.2417,                0.95001,              0.0015327,              0.0015327,              0.0015327
                     62,                 1.7973,                 2.1066,                0.92624,                 0.9094,                0.78242,                0.72388,                0.78073,                0.31228,                 0.6788,                0.63184,                0.63991,                 0.2013,                 2.0755,                 2.3931,                 1.1405,                0.94508,              0.0015248,              0.0015248,              0.0015248
                     63,                 1.8211,                 2.1484,                0.93244,                0.91191,                 0.7597,                 0.7314,                 0.7762,                0.30472,                0.63086,                0.57392,                0.57733,                0.18141,                 2.1199,                 2.5156,                 1.1493,                0.95143,              0.0015169,              0.0015169,              0.0015169
                     64,                 1.7493,                 2.0993,                0.87351,                0.90087,                0.79437,                0.73632,                0.77451,                  0.308,                0.67137,                0.62508,                0.63738,                 0.2238,                 2.0803,                 2.3901,                 1.1281,                0.95288,               0.001509,               0.001509,               0.001509
                     65,                 1.7871,                 2.0605,                0.90522,                0.90425,                0.79782,                0.68657,                0.76688,                 0.3064,                0.66872,                0.57747,                0.60026,                0.19627,                  2.113,                 2.4489,                 1.1546,                0.95402,               0.001501,               0.001501,               0.001501
                     66,                 1.7686,                 2.0768,                  0.883,                0.92073,                0.75191,                0.67662,                0.72163,                 0.2928,                0.67899,                0.47264,                0.53814,                0.16502,                 2.1462,                 2.4438,                 1.2981,                 0.9524,              0.0014931,              0.0014931,              0.0014931
                     67,                 1.8092,                 2.0872,                0.91921,                0.90532,                0.79551,                  0.699,                0.76712,                0.29384,                0.70049,                0.58458,                0.59872,                0.20037,                 2.1456,                 2.3922,                 1.1384,                0.95299,              0.0014852,              0.0014852,              0.0014852
                     68,                 1.7988,                 2.0607,                0.90203,                0.91479,                0.83282,                0.70635,                0.77503,                0.30501,                0.68247,                0.56673,                0.60521,                0.19903,                 2.1618,                 2.5946,                 1.2198,                0.95695,              0.0014773,              0.0014773,              0.0014773
                     69,                 1.7511,                 2.0364,                 0.8838,                0.91476,                0.78678,                0.71598,                0.77367,                0.31716,                0.65303,                0.58458,                0.60858,                0.19695,                 2.0335,                 2.4622,                  1.082,                0.94822,              0.0014694,              0.0014694,              0.0014694
                     70,                  1.741,                 2.0072,                0.87363,                0.89448,                 0.7825,                0.72492,                0.76877,                0.30431,                0.68056,                0.63068,                0.63839,                 0.2211,                 2.0777,                 2.3864,                 1.0881,                0.94702,              0.0014614,              0.0014614,              0.0014614
                     71,                 1.7486,                 2.0199,                0.86137,                0.90467,                0.83425,                0.70896,                0.78555,                0.31176,                0.70174,                0.60448,                0.62865,                 0.2018,                 2.0652,                 2.4009,                 1.1261,                0.94736,              0.0014535,              0.0014535,              0.0014535
                     72,                 1.7527,                 2.0478,                0.86321,                0.90114,                0.80652,                0.73623,                0.78406,                0.30551,                0.70893,                0.59204,                0.61253,                0.20312,                 2.0878,                 2.4335,                 1.1224,                0.95589,              0.0014456,              0.0014456,              0.0014456
                     73,                 1.7303,                 2.0667,                0.84668,                 0.8989,                0.77957,                0.68905,                0.75027,                0.27307,                0.57434,                0.55473,                 0.5111,                0.13895,                 2.1978,                 2.5405,                 1.1634,                0.96896,              0.0014377,              0.0014377,              0.0014377
                     74,                  1.752,                 2.0603,                0.85155,                0.90499,                 0.7935,                0.73601,                 0.7829,                0.30794,                0.64508,                0.59228,                0.58936,                 0.1953,                 2.0894,                 2.5337,                  1.081,                0.94561,              0.0014298,              0.0014298,              0.0014298
                     75,                 1.7712,                 2.0573,                0.87339,                 0.9022,                0.79868,                0.69154,                0.74488,                0.29091,                0.63442,                0.53483,                0.53303,                0.17959,                 2.1046,                  2.474,                 1.1574,                0.94683,              0.0014218,              0.0014218,              0.0014218
                     76,                  1.772,                 2.0759,                0.84374,                0.90057,                0.82254,                0.68657,                0.75012,                 0.2774,                 0.5633,                0.47264,                0.46018,                 0.1404,                 2.2159,                 2.7408,                 1.1863,                0.95813,              0.0014139,              0.0014139,              0.0014139
                     77,                 1.7259,                 2.0466,                0.86659,                0.89842,                0.81109,                0.67662,                0.75344,                0.30348,                0.64671,                0.52985,                0.52103,                0.17095,                 2.0205,                 2.4628,                 1.2197,                0.93547,               0.001406,               0.001406,               0.001406
                     78,                 1.7156,                  1.982,                 0.8719,                0.89909,                0.83805,                0.73383,                0.78487,                0.31791,                0.68805,                0.58159,                0.59663,                0.19307,                 2.0507,                 2.4141,                 1.0878,                0.94539,              0.0013981,              0.0013981,              0.0013981
                     79,                 1.7142,                 1.9945,                0.84267,                 0.9041,                0.80101,                0.72388,                0.76223,                0.29055,                0.63548,                0.58209,                0.54603,                 0.1655,                 2.1274,                 2.3938,                 1.1802,                0.96549,              0.0013902,              0.0013902,              0.0013902
                     80,                 1.7363,                 2.0297,                0.85427,                0.90853,                0.81133,                0.73632,                0.79773,                0.30872,                 0.6642,                0.56965,                0.57342,                0.16595,                 2.1242,                 2.5397,                 1.0632,                0.96044,              0.0013822,              0.0013822,              0.0013822
                     81,                 1.7118,                 1.9793,                0.84138,                0.90637,                 0.8457,                0.77363,                0.83476,                 0.3453,                0.67929,                0.63227,                0.60362,                0.20156,                 1.9943,                 2.4262,                 1.0231,                0.93699,              0.0013743,              0.0013743,              0.0013743
                     82,                 1.7017,                 1.9753,                 0.8215,                 0.8932,                0.78285,                0.76226,                0.80168,                0.32678,                  0.694,                 0.5995,                 0.6366,                0.19693,                 2.0663,                 2.5175,                 1.0602,                0.94679,              0.0013664,              0.0013664,              0.0013664
                     83,                 1.6806,                 1.9867,                0.81427,                0.89316,                0.84665,                0.72792,                0.79187,                0.31605,                  0.697,                0.58706,                0.58121,                0.16843,                 2.0933,                 2.5128,                 1.0966,                0.95661,              0.0013585,              0.0013585,              0.0013585
                     84,                 1.7328,                 2.0518,                0.85688,                 0.8937,                0.82679,                0.70149,                0.77708,                 0.3197,                0.67133,                0.59453,                0.60648,                0.20629,                 2.0183,                 2.3796,                 1.1293,                0.94706,              0.0013506,              0.0013506,              0.0013506
                     85,                 1.6448,                 1.9349,                0.79859,                0.89808,                0.79045,                0.77363,                0.82598,                0.33822,                 0.7508,                0.61443,                0.67044,                0.22706,                  2.028,                  2.378,                 1.0641,                0.94163,              0.0013426,              0.0013426,              0.0013426
                     86,                 1.6558,                  1.985,                0.81778,                0.90287,                0.83169,                0.75124,                0.80019,                0.32335,                 0.6622,                 0.5995,                0.59853,                0.18084,                 2.1272,                 2.4245,                 1.0939,                0.95116,              0.0013347,              0.0013347,              0.0013347
                     87,                 1.6969,                  1.978,                0.81076,                0.89652,                0.76476,                0.74627,                0.78201,                0.32961,                   0.73,                0.60697,                0.66676,                0.23163,                 2.0252,                 2.3919,                 1.1188,                0.94345,              0.0013268,              0.0013268,              0.0013268
                     88,                 1.6838,                 1.9391,                 0.7918,                0.89027,                0.86642,                0.70896,                 0.7988,                0.34284,                0.67043,                0.61692,                0.62235,                0.20974,                 2.0398,                 2.4082,                 1.1154,                0.94705,              0.0013189,              0.0013189,              0.0013189
                     89,                 1.6651,                 1.9642,                0.79333,                0.89056,                0.85896,                0.75622,                0.80767,                0.34352,                0.73723,                0.64905,                0.67334,                0.25161,                   2.05,                 2.3527,                 1.0428,                0.95153,               0.001311,               0.001311,               0.001311
                     90,                 1.6441,                 1.9724,                0.79545,                0.88722,                0.83193,                0.76343,                0.80975,                0.33494,                0.69159,                0.58955,                0.59831,                0.20225,                 2.1025,                  2.503,                 1.0586,                0.94867,               0.001303,               0.001303,               0.001303
                     91,                  1.674,                 1.9832,                0.80996,                0.89232,                 0.8211,                0.68408,                0.76011,                0.28782,                0.63483,                 0.5398,                0.53783,                0.15817,                 2.2384,                  2.437,                 1.2092,                0.96305,              0.0012951,              0.0012951,              0.0012951
                     92,                 1.6985,                 1.9771,                0.82265,                 0.8876,                0.82249,                0.71464,                 0.7546,                0.28266,                 0.6557,                0.56965,                0.54477,                0.15155,                 2.1655,                 2.4355,                 1.1688,                0.95896,              0.0012872,              0.0012872,              0.0012872
                     93,                 1.6917,                 1.9543,                0.80548,                0.88216,                0.84185,                0.70647,                0.78226,                0.32148,                0.69528,                0.62189,                0.59433,                0.18302,                 2.0745,                 2.4395,                 1.0873,                0.95515,              0.0012793,              0.0012793,              0.0012793
                     94,                 1.7079,                 1.9798,                0.79484,                0.89631,                0.84281,                0.73881,                0.80066,                0.33103,                0.72911,                0.62935,                0.63865,                0.22767,                 2.0283,                 2.4049,                 1.1341,                0.94787,              0.0012714,              0.0012714,              0.0012714
                     95,                 1.6409,                 1.9507,                0.78614,                0.88025,                0.83078,                0.72056,                0.78528,                 0.3208,                 0.6373,                0.55511,                0.55987,                0.18204,                 2.0993,                 2.4904,                 1.1393,                0.94684,              0.0012634,              0.0012634,              0.0012634
                     96,                 1.6349,                  1.941,                0.78992,                0.88892,                 0.8485,                0.72637,                0.80093,                0.32984,                0.72596,                0.57711,                0.61995,                0.19751,                 2.0574,                 2.4028,                  1.081,                0.94926,              0.0012555,              0.0012555,              0.0012555
                     97,                 1.7082,                 1.9771,                 0.8022,                0.88527,                0.88871,                0.70896,                 0.8171,                0.32526,                0.72422,                 0.6206,                0.64284,                0.20128,                 2.0261,                 2.4299,                 1.0873,                0.94768,              0.0012476,              0.0012476,              0.0012476
                     98,                 1.6742,                 1.9674,                0.78794,                0.88161,                0.85528,                0.72036,                0.79449,                0.32811,                0.69904,                0.56468,                0.57573,                0.18575,                  2.126,                 2.5214,                 1.0651,                0.95385,              0.0012397,              0.0012397,              0.0012397
                     99,                 1.6497,                 1.9442,                 0.7654,                0.88465,                0.84209,                0.76938,                0.82383,                0.32445,                  0.752,                0.62189,                0.62787,                0.20314,                 2.0549,                 2.4705,                  1.039,                0.94546,              0.0012318,              0.0012318,              0.0012318
                    100,                 1.6279,                 1.9117,                0.76867,                0.87938,                0.78589,                0.73047,                0.78061,                0.31608,                0.60482,                0.56346,                0.53632,                0.18195,                 2.1429,                  2.563,                 1.1211,                0.95209,              0.0012238,              0.0012238,              0.0012238
                    101,                 1.6142,                 1.8983,                0.77404,                0.87738,                0.84285,                0.69376,                0.78215,                0.32241,                0.63687,                0.59701,                0.59353,                0.19774,                 2.1042,                 2.5563,                 1.1522,                0.95271,              0.0012159,              0.0012159,              0.0012159
                    102,                 1.6468,                  1.953,                0.78257,                0.87583,                0.83017,                0.77823,                0.79689,                0.32441,                0.67361,                0.63147,                0.60712,                  0.206,                  2.061,                 2.3834,                 1.0721,                0.94987,               0.001208,               0.001208,               0.001208
                    103,                 1.6226,                 1.9104,                 0.7706,                0.87862,                0.80558,                0.75373,                0.79578,                0.31997,                0.65254,                0.56468,                0.56487,                0.17594,                 2.1015,                 2.4864,                 1.1026,                0.95741,              0.0012001,              0.0012001,              0.0012001
                    104,                 1.6344,                 1.8938,                0.76634,                0.87246,                0.87334,                0.72637,                0.80586,                0.32712,                0.74044,                0.61026,                0.64318,                0.20582,                 2.0631,                 2.5245,                 1.0429,                0.95234,              0.0011922,              0.0011922,              0.0011922
                    105,                 1.6386,                 1.9205,                0.77165,                0.88179,                 0.8321,                0.72734,                 0.8052,                 0.3183,                0.67056,                0.57463,                0.59213,                0.17824,                 2.1228,                 2.5544,                 1.0916,                0.95377,              0.0011842,              0.0011842,              0.0011842
                    106,                  1.617,                 1.8942,                0.76328,                0.88096,                0.84388,                0.73383,                0.79051,                0.32936,                0.69877,                0.60697,                0.59995,                0.19402,                 2.0574,                 2.4678,                 1.0532,                0.94995,              0.0011763,              0.0011763,              0.0011763
                    107,                 1.5937,                 1.9094,                0.76115,                0.87919,                0.83606,                0.75622,                0.81186,                0.34291,                 0.7144,                0.65174,                0.67247,                0.22443,                 2.0029,                 2.4927,                 1.0716,                0.94454,              0.0011684,              0.0011684,              0.0011684
