                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                 1.6127,                 1.9253,                0.76482,                0.87745,                0.82222,                0.73134,                0.78824,                0.31838,                0.72124,                0.64363,                0.64829,                0.20284,                 2.0531,                 2.5139,                 1.0282,                0.95055,              0.0011605,              0.0011605,              0.0011605
                    109,                 1.5907,                 1.8959,                0.74775,                0.87761,                0.82057,                0.73383,                0.79612,                0.32074,                 0.6774,                0.60448,                0.60733,                0.19503,                 2.0366,                 2.5108,                 1.0697,                0.95164,              0.0011526,              0.0011526,              0.0011526
                    110,                 1.5935,                 1.8611,                0.74095,                 0.8795,                0.81994,                0.71642,                0.79398,                0.32249,                0.72006,                0.62687,                0.65336,                0.22338,                 2.0005,                  2.485,                 1.0559,                0.94511,              0.0011446,              0.0011446,              0.0011446
                    111,                 1.6293,                 1.9368,                 0.7663,                0.88009,                0.84728,                0.68408,                0.77827,                0.31046,                0.67138,                0.54726,                0.58844,                0.18968,                  2.109,                 2.5564,                 1.1506,                0.94796,              0.0011367,              0.0011367,              0.0011367
                    112,                 1.5721,                  1.934,                0.73519,                0.86996,                0.82716,                0.70149,                0.77929,                0.29859,                0.63041,                    0.5,                0.51402,                0.15307,                  2.171,                 2.6198,                 1.1853,                0.96446,              0.0011288,              0.0011288,              0.0011288
                    113,                 1.5509,                 1.9036,                0.72914,                0.87697,                0.83307,                0.70398,                0.76442,                0.30668,                0.66632,                0.54478,                0.55502,                0.18927,                 2.1119,                 2.5998,                 1.1323,                0.95951,              0.0011209,              0.0011209,              0.0011209
                    114,                 1.5917,                 1.8955,                0.74334,                0.88024,                0.85099,                0.67413,                0.76877,                0.31009,                0.68288,                0.53234,                0.55934,                0.16669,                 2.0945,                 2.4942,                 1.1336,                0.95599,               0.001113,               0.001113,               0.001113
                    115,                 1.5511,                 1.8381,                0.71947,                0.87842,                0.84432,                0.75622,                0.80967,                0.32957,                0.68594,                0.61394,                0.59232,                0.19094,                  2.078,                 2.5356,                 1.0986,                0.95005,               0.001105,               0.001105,               0.001105
                    116,                 1.5698,                 1.9125,                0.74463,                0.86778,                 0.8502,                 0.7059,                0.78959,                0.31663,                 0.7464,                0.57711,                0.61548,                0.19552,                  2.069,                 2.4909,                 1.0632,                0.94443,              0.0010971,              0.0010971,              0.0010971
                    117,                 1.5558,                 1.8771,                 0.7364,                0.87831,                0.75823,                0.76455,                0.78647,                 0.3227,                0.64707,                 0.6592,                0.62226,                0.19958,                 2.0369,                 2.4815,                 1.0426,                0.94448,              0.0010892,              0.0010892,              0.0010892
                    118,                  1.572,                 1.8847,                0.73699,                0.86907,                0.85539,                0.74129,                0.82316,                0.33481,                 0.6628,                0.64677,                0.63868,                 0.2113,                 2.0438,                 2.5105,                 1.0406,                0.94887,              0.0010813,              0.0010813,              0.0010813
                    119,                 1.5697,                 1.8596,                0.72674,                0.86298,                0.84723,                0.73118,                  0.796,                0.31348,                0.70981,                0.63184,                0.64492,                0.20563,                    2.1,                 2.4391,                 1.0697,                0.96054,              0.0010734,              0.0010734,              0.0010734
                    120,                 1.5462,                 1.8849,                0.71293,                0.87327,                0.83799,                0.74629,                0.81465,                0.32782,                0.73375,                 0.6194,                0.64941,                0.21873,                  2.054,                   2.48,                 1.0296,                0.94701,              0.0010654,              0.0010654,              0.0010654
                    121,                 1.5452,                 1.9032,                0.73022,                 0.8746,                0.83925,                0.72388,                0.79162,                0.32246,                0.69063,                0.60531,                0.61834,                0.19611,                 2.0878,                 2.5279,                  1.091,                0.95273,              0.0010575,              0.0010575,              0.0010575
                    122,                 1.5248,                 1.8481,                0.72348,                0.87417,                0.81685,                0.73226,                0.80019,                0.33878,                0.69704,                0.62438,                0.62715,                0.20022,                 2.0238,                 2.4145,                  1.084,                0.94224,              0.0010496,              0.0010496,              0.0010496
                    123,                 1.5196,                 1.8114,                0.72914,                0.86904,                0.86223,                0.70057,                0.77573,                0.30995,                0.66243,                0.53696,                0.53915,                0.16125,                 2.0869,                 2.5077,                  1.118,                0.94658,              0.0010417,              0.0010417,              0.0010417
                    124,                 1.5422,                 1.8263,                0.70714,                0.86574,                0.80564,                0.71144,                0.76737,                0.29161,                0.62596,                0.55368,                0.55478,                 0.1621,                 2.2003,                 2.6637,                 1.1094,                0.96739,              0.0010338,              0.0010338,              0.0010338
                    125,                 1.5527,                 1.8526,                0.72761,                0.86908,                 0.7887,                0.73134,                0.78583,                0.33006,                0.56304,                0.56219,                 0.5515,                0.18526,                 2.0793,                 2.5501,                 1.1343,                0.95016,              0.0010258,              0.0010258,              0.0010258
                    126,                 1.5618,                 1.8781,                0.72075,                0.86975,                0.80967,                0.72139,                0.77423,                0.31165,                0.65106,                0.54229,                 0.5617,                0.18701,                 2.1075,                 2.4863,                 1.1848,                0.95481,              0.0010179,              0.0010179,              0.0010179
                    127,                 1.5196,                 1.8438,                0.71024,                0.86819,                0.79755,                0.76438,                0.80047,                0.33773,                0.66549,                0.56416,                0.58197,                0.21484,                 2.0785,                 2.5351,                 1.0474,                0.95354,                0.00101,                0.00101,                0.00101
                    128,                 1.4947,                 1.8054,                 0.6944,                0.86347,                0.82374,                0.79602,                0.81039,                 0.3238,                 0.6925,                0.64428,                 0.6344,                0.21027,                 2.1222,                 2.5652,                 1.0249,                0.96349,              0.0010021,              0.0010021,              0.0010021
                    129,                 1.5681,                 1.8734,                0.72943,                0.86001,                0.82098,                 0.7301,                0.79695,                0.30969,                0.65514,                0.54478,                0.54722,                0.16163,                 2.1425,                 2.6443,                 1.1355,                0.96247,             0.00099416,             0.00099416,             0.00099416
                    130,                 1.5089,                 1.8267,                 0.7091,                0.86555,                0.80111,                0.75149,                0.80827,                0.33389,                0.65141,                0.61359,                0.61576,                 0.2028,                 2.0763,                 2.4689,                 1.1384,                0.94699,             0.00098624,             0.00098624,             0.00098624
                    131,                 1.5135,                   1.81,                0.69134,                0.86671,                0.83602,                 0.7229,                0.80163,                0.33302,                0.71949,                0.61194,                0.64755,                 0.2191,                 2.0456,                 2.3773,                 1.0869,                 0.9516,             0.00097832,             0.00097832,             0.00097832
                    132,                 1.5221,                 1.8111,                0.70249,                0.85975,                0.83082,                0.73632,                0.77926,                0.29775,                0.66423,                0.60199,                0.58603,                0.17091,                 2.1093,                 2.4993,                 1.1192,                0.95503,              0.0009704,              0.0009704,              0.0009704
                    133,                 1.4737,                  1.803,                0.68478,                0.86423,                0.84777,                0.73422,                0.80435,                0.32408,                0.72408,                0.60945,                0.64686,                0.21807,                 2.0608,                  2.509,                 1.1236,                0.95039,             0.00096248,             0.00096248,             0.00096248
                    134,                 1.5166,                 1.7861,                0.69794,                0.86183,                0.80491,                0.73383,                0.77153,                0.29585,                0.65844,                0.60199,                0.58534,                0.17328,                 2.1574,                 2.5717,                 1.1165,                0.96231,             0.00095456,             0.00095456,             0.00095456
                    135,                 1.5084,                 1.7998,                0.69702,                0.86445,                0.79412,                0.74378,                0.77092,                0.30106,                0.66997,                0.59453,                0.57645,                0.18062,                 2.0833,                 2.4603,                 1.1347,                0.96127,             0.00094664,             0.00094664,             0.00094664
                    136,                 1.5046,                 1.7941,                0.69059,                0.85438,                0.83759,                0.70559,                0.78237,                 0.3233,                0.67584,                0.57463,                0.58331,                0.19283,                 2.0754,                  2.637,                  1.161,                0.95715,             0.00093872,             0.00093872,             0.00093872
                    137,                 1.4962,                 1.8051,                0.67792,                0.86393,                0.80449,                0.74723,                0.78831,                0.31839,                0.67714,                0.60697,                0.61061,                0.20273,                 2.0835,                 2.6375,                 1.0795,                0.95697,              0.0009308,              0.0009308,              0.0009308
                    138,                 1.5244,                  1.828,                0.69464,                0.86393,                0.82507,                 0.7509,                0.79131,                0.32546,                0.68463,                0.60448,                0.59742,                0.20501,                 2.0847,                 2.5799,                 1.1066,                0.95192,             0.00092288,             0.00092288,             0.00092288
                    139,                  1.471,                 1.8194,                0.68333,                0.85688,                0.81047,                0.72886,                0.78352,                0.32433,                0.72528,                0.57214,                0.59352,                 0.1977,                 2.0554,                 2.5805,                 1.0985,                0.94482,             0.00091496,             0.00091496,             0.00091496
                    140,                 1.4812,                 1.7892,                0.67817,                 0.8577,                0.84708,                0.75373,                0.80768,                0.33015,                 0.6944,                0.60697,                0.61896,                0.20902,                 2.0923,                 2.5702,                 1.0873,                0.95813,             0.00090704,             0.00090704,             0.00090704
                    141,                  1.491,                 1.7908,                0.68499,                0.85942,                0.84549,                0.73881,                0.79945,                0.33611,                0.71983,                0.60697,                 0.5931,                0.20557,                 2.0628,                 2.4745,                 1.0284,                0.95173,             0.00089912,             0.00089912,             0.00089912
                    142,                 1.4718,                 1.7481,                0.67127,                0.86094,                0.82301,                0.75186,                 0.8005,                0.32347,                0.66362,                0.60854,                0.61772,                0.20318,                 2.0611,                 2.4978,                 1.0557,                0.95662,              0.0008912,              0.0008912,              0.0008912
                    143,                 1.4476,                 1.7549,                0.66181,                0.85484,                0.81858,                0.73881,                 0.7977,                0.31172,                0.65494,                0.57214,                0.57845,                 0.1748,                 2.1374,                 2.5577,                 1.0661,                0.95754,             0.00088328,             0.00088328,             0.00088328
                    144,                 1.5056,                 1.7752,                0.68455,                0.85239,                0.82037,                0.74982,                0.80549,                0.32364,                0.70731,                0.60199,                 0.6299,                0.20714,                 2.1004,                 2.6528,                 1.0815,                0.95529,             0.00087536,             0.00087536,             0.00087536
                    145,                 1.4557,                 1.7941,                0.67424,                0.85055,                0.80983,                0.71891,                 0.7909,                0.31558,                0.63073,                 0.5597,                0.58519,                0.18632,                 2.1197,                  2.576,                 1.1261,                0.95512,             0.00086744,             0.00086744,             0.00086744
                    146,                 1.4891,                 1.7871,                0.67473,                0.85484,                0.83804,                0.73365,                0.80324,                0.32387,                 0.7135,                0.57214,                 0.6048,                0.20669,                 2.0772,                 2.5366,                 1.0733,                0.94984,             0.00085952,             0.00085952,             0.00085952
                    147,                 1.4412,                 1.7434,                0.65403,                  0.857,                0.83873,                0.75622,                0.80847,                 0.3439,                0.75433,                0.64161,                0.67297,                0.23706,                 2.0219,                 2.4694,                 1.0211,                 0.9482,              0.0008516,              0.0008516,              0.0008516
                    148,                 1.4294,                 1.7432,                0.65667,                0.85239,                0.83353,                0.74129,                0.80306,                0.33107,                0.72099,                0.57463,                0.62285,                0.21018,                 2.0578,                 2.5057,                 1.1247,                0.95433,             0.00084368,             0.00084368,             0.00084368
                    149,                 1.4843,                 1.8292,                0.68254,                0.84783,                0.84664,                0.72886,                0.78891,                 0.3081,                0.71393,                0.56219,                0.59965,                0.19002,                 2.1407,                  2.542,                 1.1212,                0.96368,             0.00083576,             0.00083576,             0.00083576
                    150,                 1.4759,                 1.7836,                0.66181,                0.85003,                0.83783,                0.76368,                0.81773,                0.33468,                0.68368,                0.62438,                0.61084,                 0.1969,                 2.0675,                 2.5026,                 1.0927,                0.95174,             0.00082784,             0.00082784,             0.00082784
                    151,                  1.453,                 1.7578,                0.66928,                0.84568,                0.79026,                0.79104,                0.81192,                0.32903,                0.66267,                0.58151,                0.58403,                 0.1952,                 2.0794,                 2.5521,                 1.0412,                0.94873,             0.00081992,             0.00081992,             0.00081992
                    152,                 1.4357,                  1.777,                0.66341,                0.84676,                0.87557,                0.70896,                0.80458,                0.33703,                0.70574,                 0.5597,                0.61897,                0.20081,                 2.0845,                 2.6702,                 1.1154,                0.95199,               0.000812,               0.000812,               0.000812
                    153,                 1.4568,                 1.7994,                 0.6577,                0.84757,                0.85266,                0.73632,                0.81213,                  0.346,                0.69401,                 0.5995,                0.62669,                0.22154,                 2.0367,                 2.5256,                 1.0148,                0.94991,             0.00080408,             0.00080408,             0.00080408
                    154,                 1.4628,                 1.7662,                0.67065,                0.85996,                0.81142,                0.75871,                0.80474,                0.32681,                0.65703,                0.50995,                0.53447,                0.16731,                 2.0651,                 2.6574,                  1.086,                0.95019,             0.00079616,             0.00079616,             0.00079616
                    155,                 1.4699,                 1.7892,                0.67799,                0.85222,                0.84235,                0.73134,                0.80955,                0.33772,                0.66864,                0.60199,                0.62787,                0.20213,                 2.0631,                 2.5886,                 1.1236,                 0.9511,             0.00078824,             0.00078824,             0.00078824
                    156,                 1.4482,                 1.6931,                0.67104,                0.84685,                0.86662,                0.68408,                0.79476,                0.32834,                0.62678,                0.56468,                0.58422,                0.19478,                 2.0766,                 2.6808,                 1.2028,                0.95129,             0.00078032,             0.00078032,             0.00078032
                    157,                 1.4234,                 1.7584,                0.65184,                0.85255,                 0.8614,                0.73632,                 0.8166,                0.32687,                0.72433,                 0.5597,                0.62177,                0.20757,                 2.0863,                 2.5599,                 1.1362,                 0.9542,              0.0007724,              0.0007724,              0.0007724
                    158,                 1.4076,                 1.7332,                0.64044,                0.84613,                 0.8303,                0.75124,                0.81086,                0.33407,                0.72749,                0.58706,                0.63895,                0.20752,                 2.0797,                 2.6421,                 1.0736,                 0.9517,             0.00076448,             0.00076448,             0.00076448
                    159,                 1.3983,                 1.7415,                0.63895,                0.84462,                0.85264,                0.73134,                0.80496,                0.31752,                0.69032,                0.57114,                0.58429,                0.18509,                 2.0974,                 2.6113,                 1.0725,                 0.9577,             0.00075656,             0.00075656,             0.00075656
                    160,                 1.4214,                 1.7352,                0.64501,                 0.8521,                0.82133,                0.75471,                0.79825,                0.33453,                0.62689,                0.57678,                0.57092,                0.20867,                 2.0785,                 2.6322,                 1.1039,                0.95159,             0.00074864,             0.00074864,             0.00074864
                    161,                 1.4545,                 1.7804,                0.65182,                0.84948,                0.83554,                0.76617,                0.81006,                0.34226,                0.72218,                0.59701,                0.62266,                0.21147,                 2.0572,                 2.5448,                  1.049,                 0.9494,             0.00074072,             0.00074072,             0.00074072
                    162,                 1.4243,                 1.7345,                0.64117,                0.85444,                 0.8379,                0.74578,                0.80204,                0.33456,                0.65927,                0.61608,                0.59723,                 0.2067,                 2.0549,                 2.5913,                 1.0417,                0.95083,              0.0007328,              0.0007328,              0.0007328
                    163,                 1.4241,                 1.7288,                0.65076,                0.84813,                0.80534,                0.76119,                0.79799,                0.32672,                0.65705,                0.56713,                0.56374,                0.19068,                 2.0679,                 2.6347,                 1.0487,                 0.9508,             0.00072488,             0.00072488,             0.00072488
                    164,                 1.3645,                 1.6956,                0.63587,                0.84676,                0.84416,                0.75124,                0.79233,                 0.3211,                0.67417,                 0.5796,                0.59977,                0.20048,                 2.1683,                 2.7401,                 1.0496,                0.96792,             0.00071696,             0.00071696,             0.00071696
                    165,                 1.3837,                  1.721,                 0.6288,                 0.8519,                0.83821,                0.76039,                0.80753,                 0.3329,                0.66931,                0.61692,                0.62013,                0.20549,                 2.0773,                 2.5886,                 1.0522,                 0.9567,             0.00070904,             0.00070904,             0.00070904
                    166,                 1.4022,                 1.7308,                0.63754,                0.84681,                0.80328,                0.75166,                0.78986,                0.32648,                0.71338,                0.56219,                0.60662,                0.19774,                 2.1217,                 2.6199,                 1.0694,                0.96252,             0.00070112,             0.00070112,             0.00070112
                    167,                 1.3899,                 1.7168,                0.62912,                0.84534,                0.83525,                0.73383,                0.79979,                0.32684,                 0.6931,                0.56965,                0.58954,                0.20317,                 2.0922,                 2.6254,                  1.094,                0.95519,              0.0006932,              0.0006932,              0.0006932
                    168,                 1.4198,                 1.7324,                0.64653,                 0.8491,                 0.8622,                0.71599,                0.78673,                0.30794,                0.69565,                0.59453,                0.60146,                0.19133,                 2.1052,                 2.6175,                 1.0862,                0.96175,             0.00068528,             0.00068528,             0.00068528
                    169,                 1.3701,                 1.6565,                0.62368,                0.84065,                0.86452,                0.74608,                0.79824,                0.33038,                0.70561,                0.60817,                0.61772,                0.20415,                   2.09,                 2.6038,                 1.0893,                0.96098,             0.00067736,             0.00067736,             0.00067736
                    170,                 1.3826,                 1.7188,                0.62628,                0.84186,                0.85342,                0.72388,                 0.7978,                 0.3241,                0.67973,                0.62189,                0.62809,                0.21605,                 2.1043,                 2.6284,                 1.1074,                0.96046,             0.00066944,             0.00066944,             0.00066944
                    171,                 1.3992,                 1.6914,                0.63662,                0.84657,                0.84674,                0.77612,                0.80768,                0.31934,                0.65938,                0.60448,                0.59218,                0.18904,                   2.12,                 2.6512,                 1.0957,                0.96127,             0.00066152,             0.00066152,             0.00066152
                    172,                 1.4035,                 1.7166,                0.64224,                0.84261,                0.83396,                0.73134,                0.79425,                0.31862,                0.62786,                0.57917,                0.58492,                0.19664,                  2.125,                 2.6302,                 1.1564,                0.95915,              0.0006536,              0.0006536,              0.0006536
                    173,                 1.3627,                 1.6752,                0.60898,                 0.8516,                0.85053,                0.76866,                  0.819,                0.32528,                0.67002,                0.61194,                0.60404,                0.19987,                 2.0754,                  2.634,                 1.1269,                0.95424,             0.00064568,             0.00064568,             0.00064568
                    174,                 1.3195,                 1.7072,                0.60844,                0.83955,                 0.8382,                0.73455,                0.79767,                 0.3223,                0.67669,                0.58458,                0.59664,                0.20292,                 2.0592,                 2.6028,                 1.1183,                0.95133,             0.00063776,             0.00063776,             0.00063776
                    175,                 1.3553,                 1.7046,                0.61203,                0.84232,                0.83964,                0.73632,                0.80525,                0.33373,                0.68975,                0.56962,                0.59698,                0.20255,                 2.0917,                 2.6151,                 1.1099,                0.96046,             0.00062984,             0.00062984,             0.00062984
                    176,                 1.3474,                 1.6494,                0.61101,                0.84147,                0.82231,                0.73881,                0.78326,                0.31349,                0.61866,                 0.5995,                0.57943,                0.18525,                 2.1197,                 2.6627,                 1.1286,                0.96118,             0.00062192,             0.00062192,             0.00062192
                    177,                 1.3523,                 1.6881,                0.61911,                0.84329,                0.80823,                0.71891,                0.77986,                0.32186,                0.71648,                0.54975,                0.60928,                 0.2062,                 2.1098,                  2.725,                 1.0977,                0.95944,               0.000614,               0.000614,               0.000614
                    178,                  1.352,                 1.7009,                0.62339,                0.83907,                0.79026,                0.74129,                0.77817,                0.32179,                0.64273,                0.56387,                  0.577,                0.19627,                 2.0957,                 2.7575,                 1.1474,                0.95694,             0.00060608,             0.00060608,             0.00060608
                    179,                 1.3338,                 1.6848,                0.60591,                0.83807,                0.83706,                0.72139,                0.78881,                0.32012,                0.66119,                0.56965,                0.59584,                0.20601,                 2.0933,                  2.685,                 1.1542,                0.95962,             0.00059816,             0.00059816,             0.00059816
                    180,                 1.3219,                 1.6345,                0.60071,                0.83432,                 0.8243,                0.74129,                0.79956,                0.32169,                0.66035,                0.59453,                0.60811,                0.20355,                 2.0962,                 2.6746,                 1.1138,                 0.9622,             0.00059024,             0.00059024,             0.00059024
                    181,                 1.2841,                 1.6321,                0.58924,                0.84102,                0.80581,                0.73291,                0.78551,                0.31348,                0.62504,                0.59453,                0.57218,                0.17764,                 2.1113,                 2.6672,                 1.1156,                0.96652,             0.00058232,             0.00058232,             0.00058232
                    182,                  1.336,                 1.6466,                0.61181,                0.83314,                0.82511,                0.73134,                0.79514,                0.32145,                0.64138,                0.58726,                0.58164,                0.19557,                 2.1073,                 2.7735,                 1.1475,                0.95927,              0.0005744,              0.0005744,              0.0005744
                    183,                 1.3032,                 1.6202,                0.59216,                0.84546,                0.86136,                0.71091,                0.79425,                0.32693,                0.64685,                0.54975,                0.53883,                0.18288,                 2.0877,                  2.761,                 1.1238,                0.95725,             0.00056648,             0.00056648,             0.00056648
                    184,                 1.3345,                 1.6735,                0.60457,                0.83734,                0.83331,                0.69641,                 0.7668,                 0.3062,                0.60622,                 0.5199,                0.51289,                0.17227,                 2.1538,                 2.8047,                 1.1708,                0.96718,             0.00055856,             0.00055856,             0.00055856
                    185,                 1.3444,                 1.7011,                0.60547,                0.83793,                0.82247,                0.77861,                0.80707,                0.32947,                0.66896,                 0.6194,                0.58925,                0.19936,                 2.1048,                 2.6528,                 1.0787,                0.95405,             0.00055064,             0.00055064,             0.00055064
                    186,                 1.3296,                 1.6425,                0.60246,                0.83715,                0.82384,                0.76781,                0.81946,                0.33507,                0.66246,                 0.6194,                 0.6037,                0.20772,                  2.073,                 2.6895,                 1.0462,                0.95483,             0.00054272,             0.00054272,             0.00054272
                    187,                 1.3245,                 1.6138,                0.60315,                0.83749,                0.88463,                0.69403,                0.80383,                0.33069,                0.69756,                0.54726,                0.57823,                0.20157,                 2.0577,                 2.7443,                 1.1049,                0.95905,              0.0005348,              0.0005348,              0.0005348
                    188,                 1.3393,                 1.6693,                0.60766,                0.83795,                0.85662,                0.73881,                0.81455,                0.32582,                0.67139,                0.58209,                0.58724,                0.20071,                 2.1192,                 2.7592,                 1.0342,                 0.9651,             0.00052688,             0.00052688,             0.00052688
                    189,                 1.2561,                 1.6053,                0.57063,                0.83491,                0.81764,                0.75841,                0.78989,                0.31337,                0.63828,                0.59204,                0.55983,                0.17958,                 2.1583,                 2.7628,                  1.042,                  0.968,             0.00051896,             0.00051896,             0.00051896
                    190,                 1.3248,                 1.6809,                0.60634,                0.83089,                0.84781,                0.74378,                 0.8221,                0.33455,                0.66234,                0.60993,                 0.6315,                0.21216,                 2.1034,                 2.7145,                 1.0464,                0.95693,             0.00051104,             0.00051104,             0.00051104
                    191,                 1.3336,                 1.6405,                0.59646,                0.84123,                0.80692,                 0.7693,                0.81215,                0.32772,                0.63982,                0.60448,                0.59393,                 0.2058,                 2.0759,                 2.7348,                 1.0531,                 0.9521,             0.00050312,             0.00050312,             0.00050312
                    192,                 1.3043,                 1.6135,                0.58422,                0.83218,                0.87242,                0.69652,                0.79485,                0.32445,                0.67583,                 0.5597,                0.57856,                0.19004,                 2.0999,                 2.7885,                 1.1211,                 0.9639,              0.0004952,              0.0004952,              0.0004952
                    193,                 1.3024,                 1.6377,                0.57918,                0.83462,                0.85285,                0.74969,                0.82117,                0.33652,                0.70209,                0.61692,                0.64609,                0.21367,                 2.0537,                  2.717,                 1.0854,                0.95849,             0.00048728,             0.00048728,             0.00048728
                    194,                 1.3103,                   1.65,                0.59134,                0.82755,                0.79774,                0.75545,                0.79888,                0.32758,                 0.6257,                0.59881,                 0.5864,                0.20352,                 2.0652,                 2.7502,                  1.072,                0.95406,             0.00047936,             0.00047936,             0.00047936
                    195,                 1.2907,                 1.5656,                0.57628,                0.83682,                0.80689,                0.76368,                0.81412,                0.32624,                0.63552,                 0.5552,                0.56344,                0.20073,                  2.124,                 2.8517,                 1.0606,                  0.965,             0.00047144,             0.00047144,             0.00047144
                    196,                 1.2948,                 1.6411,                0.58969,                0.83683,                0.82054,                0.72791,                0.80394,                0.32688,                0.63017,                0.55952,                0.56253,                0.20079,                 2.0867,                 2.7423,                  1.105,                0.95663,             0.00046352,             0.00046352,             0.00046352
                    197,                 1.3039,                 1.6134,                0.59084,                0.83163,                0.84115,                0.75081,                0.81949,                0.33827,                0.69683,                0.60945,                0.63559,                0.22368,                 2.0624,                  2.756,                 1.0656,                0.95537,              0.0004556,              0.0004556,              0.0004556
                    198,                  1.268,                 1.5671,                0.58476,                0.83031,                0.82166,                0.76787,                0.81901,                0.34402,                 0.6593,                0.61692,                0.61726,                0.21332,                 2.0825,                  2.753,                 1.0809,                0.95732,             0.00044768,             0.00044768,             0.00044768
                    199,                 1.3395,                 1.6854,                0.60432,                0.83798,                0.84629,                0.74627,                0.81209,                0.32965,                0.66665,                0.58706,                0.59959,                0.20522,                 2.1058,                 2.7982,                 1.0792,                0.96001,             0.00043976,             0.00043976,             0.00043976
                    200,                 1.3255,                 1.6005,                0.59384,                0.83987,                0.83895,                0.73881,                0.80046,                0.33201,                0.69371,                0.59721,                0.61738,                0.21534,                 2.0718,                 2.8075,                 1.0728,                0.95562,             0.00043184,             0.00043184,             0.00043184
                    201,                  1.325,                 1.6577,                0.59831,                0.83886,                0.86129,                0.75373,                0.80481,                0.33326,                0.66729,                0.59204,                0.59012,                0.21769,                 2.0758,                 2.7872,                 1.0527,                 0.9513,             0.00042392,             0.00042392,             0.00042392
                    202,                 1.2775,                 1.6243,                0.58189,                 0.8314,                0.84648,                0.76617,                0.81045,                0.32797,                0.65196,                0.59179,                0.56803,                0.19499,                 2.0981,                 2.7603,                 1.0524,                 0.9569,               0.000416,               0.000416,               0.000416
                    203,                 1.2789,                 1.5954,                0.57317,                0.83505,                0.81312,                0.77114,                0.80198,                0.33367,                0.67145,                0.54904,                0.56724,                0.19415,                 2.0921,                 2.7914,                  1.051,                0.95668,             0.00040808,             0.00040808,             0.00040808
                    204,                 1.2428,                 1.5802,                0.56814,                0.82573,                0.82033,                0.77231,                0.81027,                0.34092,                0.68132,                0.62438,                0.63175,                 0.2132,                 2.0695,                 2.7455,                 1.0326,                0.95466,             0.00040016,             0.00040016,             0.00040016
                    205,                 1.2827,                 1.6171,                0.58295,                0.82588,                0.85994,                0.75871,                0.82025,                0.33546,                0.69367,                0.56716,                0.58252,                0.19722,                 2.0903,                 2.7579,                 1.0112,                0.96201,             0.00039224,             0.00039224,             0.00039224
                    206,                 1.2453,                 1.5958,                0.57333,                0.82911,                0.85435,                0.75871,                  0.807,                0.33263,                0.62733,                 0.5988,                0.56594,                0.18829,                 2.0827,                 2.7864,                 1.0558,                0.95974,             0.00038432,             0.00038432,             0.00038432
                    207,                 1.3027,                 1.6319,                0.58021,                0.83275,                0.85207,                0.74378,                0.80835,                 0.3333,                0.63193,                0.60219,                0.56731,                0.18685,                 2.1131,                 2.7821,                 1.0436,                0.96505,              0.0003764,              0.0003764,              0.0003764
                    208,                 1.2582,                 1.5931,                0.57178,                 0.8262,                0.85567,                0.76866,                0.81386,                0.33659,                0.65906,                0.59204,                0.58448,                 0.2029,                 2.0907,                 2.8175,                 1.0341,                0.96279,             0.00036848,             0.00036848,             0.00036848
                    209,                 1.2305,                 1.5954,                0.55593,                0.82199,                0.86839,                0.71393,                0.79601,                0.33381,                0.68704,                0.56468,                0.57345,                0.19019,                 2.1249,                 2.8024,                 1.0778,                0.96807,             0.00036056,             0.00036056,             0.00036056
                    210,                 1.2321,                 1.5662,                0.55804,                0.82863,                0.81567,                0.75373,                0.79447,                0.31988,                0.65009,                0.59204,                0.57973,                0.19308,                 2.1287,                 2.8787,                 1.0766,                0.97047,             0.00035264,             0.00035264,             0.00035264
                    211,                 1.2486,                 1.6059,                0.55867,                0.82884,                0.81941,                0.77861,                 0.8042,                  0.332,                0.63248,                 0.5995,                0.57736,                 0.1986,                 2.0883,                 2.8549,                 1.0299,                0.96369,             0.00034472,             0.00034472,             0.00034472
                    212,                   1.24,                 1.5822,                0.55684,                0.82727,                0.81364,                0.78197,                0.82233,                0.33085,                0.62174,                0.58059,                0.56949,                0.19982,                 2.1107,                 2.8413,                 1.0594,                0.96589,              0.0003368,              0.0003368,              0.0003368
                    213,                 1.2054,                 1.5438,                0.54989,                0.82168,                0.82831,                0.79353,                0.83037,                0.34318,                0.63993,                0.61894,                0.59549,                0.20527,                 2.0946,                 2.8992,                 1.0453,                0.96691,             0.00032888,             0.00032888,             0.00032888
                    214,                 1.2442,                 1.6395,                0.56462,                 0.8297,                0.81314,                0.77938,                0.81506,                0.33961,                0.63202,                0.61524,                0.59301,                 0.2141,                 2.0942,                 2.8331,                 1.0551,                0.96638,             0.00032096,             0.00032096,             0.00032096
                    215,                 1.2452,                 1.5929,                0.55666,                0.82517,                0.82319,                0.75373,                0.80786,                0.32509,                0.64303,                 0.5796,                0.57057,                0.20184,                 2.1046,                 2.8627,                 1.0914,                0.96767,             0.00031304,             0.00031304,             0.00031304
                    216,                 1.2602,                 1.6082,                0.57143,                 0.8314,                0.80863,                0.76732,                0.80196,                0.33044,                0.67512,                0.54726,                0.56507,                0.19481,                 2.0923,                 2.8532,                 1.0528,                0.96674,             0.00030512,             0.00030512,             0.00030512
