                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.96556,                0.38937,                 1.0527,                0.88291,                0.94737,                0.90846,                0.44848,                 1.7723,                0.62756,                 1.7554,               0.001236,               0.001236,               0.001236
                     81,                0.96052,                0.38892,                 1.0476,                0.89439,                0.95395,                0.91458,                0.44913,                 1.7407,                0.61534,                 1.7279,              0.0011387,              0.0011387,              0.0011387
                     82,                0.93659,                0.38257,                 1.0365,                0.89446,                0.95395,                0.91378,                0.42704,                 1.8188,                0.63293,                 1.8374,              0.0010454,              0.0010454,              0.0010454
                     83,                0.94635,                 0.3866,                 1.0447,                0.90113,                0.95945,                0.90914,                0.44609,                 1.7524,                0.62117,                  1.755,             0.00095595,             0.00095595,             0.00095595
                     84,                0.92587,                0.38692,                 1.0361,                0.89401,                0.95395,                0.90819,                 0.4411,                  1.765,                0.62467,                 1.7693,             0.00087058,             0.00087058,             0.00087058
                     85,                0.93905,                0.38519,                 1.0406,                0.89446,                0.95395,                0.92032,                0.44563,                 1.7528,                0.62879,                 1.7557,             0.00078933,             0.00078933,             0.00078933
                     86,                 0.9231,                0.38353,                 1.0298,                0.89449,                0.95395,                0.91357,                0.45196,                 1.7257,                0.61394,                 1.7339,             0.00071228,             0.00071228,             0.00071228
                     87,                0.91792,                0.37451,                  1.027,                0.90057,                0.96053,                0.92837,                0.44792,                 1.7408,                0.61141,                 1.7508,             0.00063952,             0.00063952,             0.00063952
                     88,                 0.9125,                0.38221,                 1.0219,                0.90011,                0.96053,                0.91994,                0.43973,                 1.7722,                0.62736,                 1.7962,             0.00057111,             0.00057111,             0.00057111
                     89,                0.90311,                0.37379,                 1.0146,                0.90033,                0.96053,                0.92024,                0.44647,                 1.7598,                0.63767,                 1.7868,             0.00050711,             0.00050711,             0.00050711
                     90,                0.90239,                0.38041,                  1.019,                0.90051,                0.96053,                0.92333,                0.44939,                 1.7465,                0.62693,                 1.7673,             0.00044761,             0.00044761,             0.00044761
                     91,                0.92268,                0.36109,                 1.0713,                0.90074,                0.96053,                0.90743,                0.43377,                 1.7636,                0.62341,                 1.7971,             0.00039264,             0.00039264,             0.00039264
                     92,                0.90585,                0.35059,                 1.0596,                 0.9013,                0.96711,                0.92021,                0.45487,                 1.7348,                 0.6264,                 1.7528,             0.00034227,             0.00034227,             0.00034227
                     93,                0.87996,                0.34498,                 1.0481,                 0.8951,                0.96053,                 0.9151,                0.44227,                 1.7567,                 0.6295,                 1.7843,             0.00029655,             0.00029655,             0.00029655
                     94,                   0.88,                0.34352,                 1.0476,                0.90593,                0.96711,                0.91837,                0.44911,                 1.7528,                0.63035,                 1.7795,             0.00025551,             0.00025551,             0.00025551
                     95,                0.88598,                0.34212,                 1.0377,                 0.9011,                0.95913,                0.91302,                0.44864,                 1.7406,                0.61366,                 1.7694,             0.00021921,             0.00021921,             0.00021921
                     96,                0.87661,                0.33598,                  1.045,                0.90108,                0.95886,                0.91594,                0.44664,                 1.7628,                0.62724,                 1.7924,             0.00018768,             0.00018768,             0.00018768
                     97,                0.88573,                0.34169,                 1.0495,                0.90014,                0.95395,                0.91735,                0.45037,                 1.7481,                0.62405,                 1.7757,             0.00016094,             0.00016094,             0.00016094
                     98,                0.86688,                 0.3352,                  1.049,                0.88874,                0.95395,                0.91201,                 0.4479,                 1.7454,                0.62286,                  1.772,             0.00013903,             0.00013903,             0.00013903
                     99,                 0.8705,                0.34022,                 1.0443,                0.89492,                0.95252,                0.91214,                0.44485,                 1.7484,                0.62401,                 1.7799,             0.00012197,             0.00012197,             0.00012197
                    100,                0.88924,                0.34267,                  1.051,                0.89493,                0.95266,                0.91055,                0.44001,                 1.7668,                0.63241,                 1.7983,             0.00010977,             0.00010977,             0.00010977
